206384 | 401248,401248,401130,400968,400862,400744,400652,400556,400430,400240,399994,399704,399248,398588,397576,396174,394358,392360,389808,386508,382730,378366,373308,367722,361436,354436,346818,338504,329142,319448,308398,296554,284320,271612,258180,243694,228320,212880,196852,180184,163720,206384 | 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
206384 | 401248,401248,401130,400968,400862,400744,400652,400556,400430,400240,399994,399704,399248,398588,397576,396174,394358,392360,389808,386508,382730,378366,373308,367722,361436,354436,346818,338504,329142,319448,308398,296554,284320,271612,258180,243694,228320,212880,196852,180184,163720,206384 | 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

nProbesTrig15=191363 | nProbesNoTrig15=191363
